"102","ifsentence","1353f1d017339cf98d6864d25c1fab75","The sentence is meaningful and provides important/useful information needed to correctly accomplish the task in question"
"103","condinsight","1353f1d017339cf98d6864d25c1fab75","The sentence is meaningful, but does not provide any important/useful information to correctly accomplish the task in question"
"104","ifsentence","1353f1d017339cf98d6864d25c1fab75","The sentence is meaningful, but does not provide any important/useful information to correctly accomplish the task in question"
"105","ifsentence","1353f1d017339cf98d6864d25c1fab75","The sentence is meaningful and provides important/useful information needed to correctly accomplish the task in question"
"106","condinsight","1353f1d017339cf98d6864d25c1fab75","The sentence is meaningful, but does not provide any important/useful information to correctly accomplish the task in question"
"108","ifsentence","1353f1d017339cf98d6864d25c1fab75","The sentence is meaningful and provides important/useful information needed to correctly accomplish the task in question"
"109","condinsight","1353f1d017339cf98d6864d25c1fab75","The sentence is meaningful and provides important/useful information needed to correctly accomplish the task in question"
"110","condinsight","1353f1d017339cf98d6864d25c1fab75","The sentence is meaningful, but does not provide any important/useful information to correctly accomplish the task in question"
"112","condinsight-WordPatternBaseline","1353f1d017339cf98d6864d25c1fab75","The sentence is meaningful and provides important/useful information needed to correctly accomplish the task in question"
"113","condinsight","1353f1d017339cf98d6864d25c1fab75","The sentence is meaningful, but does not provide any important/useful information to correctly accomplish the task in question"
"102","ifsentence","357ed3ee899fdadd3ed2f6352b8000ec","The sentence is meaningful and provides important/useful information needed to correctly accomplish the task in question"
"103","condinsight","357ed3ee899fdadd3ed2f6352b8000ec","The sentence is meaningful and provides important/useful information needed to correctly accomplish the task in question"
"104","ifsentence","357ed3ee899fdadd3ed2f6352b8000ec","The sentence is meaningful and provides important/useful information needed to correctly accomplish the task in question"
"105","ifsentence","357ed3ee899fdadd3ed2f6352b8000ec","The sentence is meaningful and provides important/useful information needed to correctly accomplish the task in question"
"106","condinsight","357ed3ee899fdadd3ed2f6352b8000ec","The sentence is meaningful, but does not provide any important/useful information to correctly accomplish the task in question"
"108","ifsentence","357ed3ee899fdadd3ed2f6352b8000ec","The sentence is meaningful, but does not provide any important/useful information to correctly accomplish the task in question"
"109","condinsight","357ed3ee899fdadd3ed2f6352b8000ec","The sentence is meaningful, but does not provide any important/useful information to correctly accomplish the task in question"
"110","condinsight","357ed3ee899fdadd3ed2f6352b8000ec","The sentence is meaningful, but does not provide any important/useful information to correctly accomplish the task in question"
"112","condinsight-WordPatternBaseline","357ed3ee899fdadd3ed2f6352b8000ec","The sentence is meaningful and provides important/useful information needed to correctly accomplish the task in question"
"113","condinsight","357ed3ee899fdadd3ed2f6352b8000ec","The sentence is meaningful and provides important/useful information needed to correctly accomplish the task in question"
